eventid|venueid|catid|dateid|eventname|starttime
3729|206|7|2002|The Caucasian Chalk Circle|2008-06-25 14:30:00.000000
4140|109|9|2002|Steely Dan|2008-06-25 20:00:00.000000
4810|7|9|2002|Vicente Fernandez|2008-06-25 19:30:00.000000
5679|3|9|2002|Boston|2008-06-25 14:00:00.000000
6079|110|9|2002|The Guess Who|2008-06-25 19:00:00.000000
7126|22|9|2002|Carcass|2008-06-25 19:30:00.000000
7325|81|9|2002|Boyz II Men|2008-06-25 15:00:00.000000
7817|58|9|2002|Seether|2008-06-25 19:00:00.000000
7865|96|9|2002|Regina Spektor|2008-06-25 15:00:00.000000
8058|10|9|2002|Bloc Party|2008-06-25 14:00:00.000000
8543|51|9|2002|Rolling Stones|2008-06-25 19:30:00.000000
317|300|8|2003|Don Giovanni|2008-06-26 14:00:00.000000
583|222|6|2003|Legally Blonde|2008-06-26 19:00:00.000000
1053|202|6|2003|Chicago|2008-06-26 14:30:00.000000
1092|228|6|2003|Fiddler on the Roof|2008-06-26 20:00:00.000000
2182|201|7|2003|Waiting for Godot|2008-06-26 20:00:00.000000
2675|249|7|2003|As You Like It|2008-06-26 19:00:00.000000
2858|221|7|2003|August: Osage County|2008-06-26 20:00:00.000000
3521|232|7|2003|Spring Awakening|2008-06-26 15:00:00.000000
5522|88|9|2003|Ryan Adams|2008-06-26 19:30:00.000000
5921|48|9|2003|Dickey Betts and Great Southern|2008-06-26 19:00:00.000000
6014|15|9|2003|REO Speedwagon|2008-06-26 19:00:00.000000
6436|1|9|2003|Akon|2008-06-26 19:00:00.000000
344|309|8|2004|Don Giovanni|2008-06-27 19:30:00.000000
1156|212|6|2004|Mamma Mia!|2008-06-27 19:00:00.000000
1419|203|6|2004|Oliver!|2008-06-27 14:00:00.000000
1585|256|6|2004|Mamma Mia!|2008-06-27 19:00:00.000000
1785|251|6|2004|Beatles LOVE|2008-06-27 15:00:00.000000
1854|244|7|2004|Spring Awakening|2008-06-27 14:00:00.000000
2074|215|7|2004|Thurgood|2008-06-27 14:00:00.000000
2122|209|7|2004|Uncle Vanya|2008-06-27 14:00:00.000000
4045|125|9|2004|Gogol Bordello|2008-06-27 19:00:00.000000
5524|55|9|2004|Gretchen Wilson|2008-06-27 15:00:00.000000
8087|1|9|2004|The National|2008-06-27 19:30:00.000000
538|210|6|2005|Les Miserables|2008-06-28 20:00:00.000000
660|225|6|2005|Chicago|2008-06-28 15:00:00.000000
728|205|6|2005|The Lion King|2008-06-28 14:00:00.000000
1056|207|6|2005|Mary Poppins|2008-06-28 14:30:00.000000
1991|242|7|2005|Romeo and Juliet|2008-06-28 15:00:00.000000
4405|33|9|2005|Monsters of Rock|2008-06-28 19:30:00.000000
4786|68|9|2005|Patty Griffin|2008-06-28 14:30:00.000000
6853|60|9|2005|Dennis DeYoung|2008-06-28 19:30:00.000000
7155|74|9|2005|Iron and Wine|2008-06-28 19:30:00.000000
8093|80|9|2005|Zombies|2008-06-28 15:00:00.000000
8103|119|9|2005|Alice Cooper|2008-06-28 14:00:00.000000
1034|247|6|2006|A Chorus Line|2008-06-29 19:30:00.000000
3645|241|7|2006|August: Osage County|2008-06-29 14:30:00.000000
3883|36|9|2006|Squeeze|2008-06-29 20:00:00.000000
4024|28|9|2006|Def Leppard|2008-06-29 20:00:00.000000
4861|95|9|2006|Paul McCartney|2008-06-29 14:00:00.000000
5178|39|9|2006|Demi Lovato|2008-06-29 15:00:00.000000
6018|8|9|2006|Decemberists|2008-06-29 19:00:00.000000
6651|62|9|2006|Bloc Party|2008-06-29 14:00:00.000000
7068|22|9|2006|Medeski Martin and Wood|2008-06-29 14:00:00.000000
8217|59|9|2006|Good Charlotte|2008-06-29 19:00:00.000000
8356|46|9|2006|Godsmack|2008-06-29 19:30:00.000000
1067|244|6|2007|Hairspray|2008-06-30 19:30:00.000000
1157|209|6|2007|Dirty Dancing|2008-06-30 19:00:00.000000
2189|204|7|2007|November|2008-06-30 19:00:00.000000
2425|231|7|2007|The 39 Steps|2008-06-30 15:00:00.000000
4736|18|9|2007|Oliver Dragojevic|2008-06-30 15:00:00.000000
5086|77|9|2007|Reba McEntire|2008-06-30 14:00:00.000000
5257|105|9|2007|Sugarland|2008-06-30 14:00:00.000000
5972|100|9|2007|Sammy Hagar|2008-06-30 19:30:00.000000
5996|12|9|2007|Rodrigo y Gabriela|2008-06-30 15:00:00.000000
7454|111|9|2007|Coldplay|2008-06-30 15:00:00.000000
284|304|8|2008|Salome|2008-07-01 19:00:00.000000
1649|255|6|2008|Blue Man Group|2008-07-01 20:00:00.000000
2002|218|7|2008|To Be or Not To Be|2008-07-01 19:00:00.000000
2576|247|7|2008|Miss Julie|2008-07-01 14:30:00.000000
2880|210|7|2008|The Glass Menagerie|2008-07-01 20:00:00.000000
4377|17|9|2008|Bette Midler|2008-07-01 19:00:00.000000
4461|61|9|2008|Sunday in the Country|2008-07-01 20:00:00.000000
4781|14|9|2008|Sara Bareilles|2008-07-01 19:30:00.000000
5180|106|9|2008|Spoon|2008-07-01 14:00:00.000000
5705|6|9|2008|Steve Miller Band|2008-07-01 14:00:00.000000
5738|122|9|2008|Country Thunder USA|2008-07-01 14:00:00.000000
6273|40|9|2008|Joan Baez|2008-07-01 14:00:00.000000
8294|60|9|2008|Gretchen Wilson|2008-07-01 19:00:00.000000
8383|87|9|2008|Feist|2008-07-01 14:00:00.000000
8516|23|9|2008|Cold War Kids|2008-07-01 15:00:00.000000
736|217|6|2009|Hairspray|2008-07-02 19:30:00.000000
1604|263|6|2009|Blue Man Group|2008-07-02 20:00:00.000000
2161|200|7|2009|Iphigenia|2008-07-02 19:00:00.000000
3014|238|7|2009|The Country Girl|2008-07-02 14:00:00.000000
4041|101|9|2009|Joan Baez|2008-07-02 14:00:00.000000
4873|93|9|2009|Daughtry|2008-07-02 14:00:00.000000
7236|11|9|2009|Voodoo Music Experience|2008-07-02 14:00:00.000000
7555|110|9|2009|LeAnn Rimes|2008-07-02 14:00:00.000000
8323|5|9|2009|Britney Spears|2008-07-02 15:00:00.000000
243|300|8|2010|Doctor Atomic|2008-07-03 20:00:00.000000
445|302|8|2010|Rusalka|2008-07-03 15:00:00.000000
1795|257|6|2010|Spamalot|2008-07-03 20:00:00.000000
1992|218|7|2010|Rock 'n' Roll|2008-07-03 19:30:00.000000
3028|239|7|2010|Uncle Vanya|2008-07-03 14:30:00.000000
4512|124|9|2010|Gnarls Barkley|2008-07-03 15:00:00.000000
5120|80|9|2010|Radiohead|2008-07-03 15:00:00.000000
6027|33|9|2010|Girl Talk|2008-07-03 19:30:00.000000
6191|19|9|2010|Ben Folds|2008-07-03 14:00:00.000000
6363|119|9|2010|Irish Tenors|2008-07-03 19:30:00.000000
7388|118|9|2010|The Black Keys|2008-07-03 14:00:00.000000
7630|51|9|2010|Nofx|2008-07-03 14:00:00.000000
7867|21|9|2010|Neville Brothers|2008-07-03 19:00:00.000000
681|236|6|2011|Mamma Mia!|2008-07-04 19:30:00.000000
1681|263|6|2011|Legally Blonde|2008-07-04 14:30:00.000000
2239|241|7|2011|Othello|2008-07-04 14:30:00.000000
3152|215|7|2011|The Country Girl|2008-07-04 14:00:00.000000
4108|27|9|2011|Maroon 5|2008-07-04 14:30:00.000000
4123|22|9|2011|The Jesus and Mary Chain|2008-07-04 20:00:00.000000
4148|119|9|2011|Motley Crue|2008-07-04 14:30:00.000000
5351|120|9|2011|Erykah Badu|2008-07-04 19:00:00.000000
5991|74|9|2011|Eddie Money|2008-07-04 15:00:00.000000
6279|77|9|2011|REO Speedwagon|2008-07-04 19:00:00.000000
6952|31|9|2011|Kanye West|2008-07-04 15:00:00.000000
7070|76|9|2011|Hermans Hermits|2008-07-04 19:00:00.000000
7239|89|9|2011|Lenny Kravitz|2008-07-04 15:00:00.000000
7449|128|9|2011|Armando Manzanero|2008-07-04 15:00:00.000000
7471|93|9|2011|Kenny Loggins|2008-07-04 19:30:00.000000
7505|95|9|2011|Suzanne Vega|2008-07-04 19:30:00.000000
1609|258|6|2012|Blue Man Group|2008-07-05 19:30:00.000000
2513|201|7|2012|Rock 'n' Roll|2008-07-05 20:00:00.000000
3049|237|7|2012|Spring Awakening|2008-07-05 19:30:00.000000
4497|64|9|2012|Zombies|2008-07-05 19:30:00.000000
4797|109|9|2012|The Roots|2008-07-05 14:00:00.000000
5129|127|9|2012|Bette Midler|2008-07-05 15:00:00.000000
5884|76|9|2012|Vince Gill|2008-07-05 15:00:00.000000
6233|49|9|2012|Insane Clown Posse|2008-07-05 15:00:00.000000
6573|100|9|2012|War|2008-07-05 19:00:00.000000
6660|50|9|2012|Jimmy Buffett|2008-07-05 14:00:00.000000
7190|74|9|2012|Steven Curtis Chapman|2008-07-05 19:30:00.000000
8565|61|9|2012|Bryan Adams|2008-07-05 15:00:00.000000
135|309|8|2013|La Cenerentola (Cinderella)|2008-07-06 14:00:00.000000
328|305|8|2013|Eugene Onegin|2008-07-06 19:30:00.000000
1074|238|6|2013|Jersey Boys|2008-07-06 14:30:00.000000
1837|208|7|2013|August: Osage County|2008-07-06 19:30:00.000000
3036|228|7|2013|Macbeth|2008-07-06 19:30:00.000000
3129|248|7|2013|A Streetcar Named Desire|2008-07-06 14:30:00.000000
4301|55|9|2013|Janet Jackson|2008-07-06 20:00:00.000000
6136|61|9|2013|Stone Temple Pilots|2008-07-06 15:00:00.000000
6776|11|9|2013|George Michael|2008-07-06 14:00:00.000000
8594|124|9|2013|Bonnie Raitt|2008-07-06 14:00:00.000000
8660|92|9|2013|K.D. Lang|2008-07-06 19:00:00.000000
29|301|8|2014|Adriana Lecouvreur|2008-07-07 14:30:00.000000
2324|216|7|2014|A Man For All Seasons|2008-07-07 15:00:00.000000
2928|201|7|2014|The Seafarer|2008-07-07 19:00:00.000000
5135|100|9|2014|Coheed and Cambria|2008-07-07 19:30:00.000000
5381|114|9|2014|Soulfest|2008-07-07 15:00:00.000000
7762|46|9|2014|Garth Brooks|2008-07-07 14:00:00.000000
7947|42|9|2014|Beach Boys|2008-07-07 19:30:00.000000
8422|74|9|2014|Ween|2008-07-07 14:00:00.000000
402|305|8|2015|La Boheme|2008-07-08 15:00:00.000000
1722|252|6|2015|O - Cirque du Soleil|2008-07-08 14:00:00.000000
2700|204|7|2015|Spring Awakening|2008-07-08 20:00:00.000000
3055|223|7|2015|The Seagull|2008-07-08 19:30:00.000000
4753|72|9|2015|John Hiatt|2008-07-08 15:00:00.000000
5436|117|9|2015|Trace Adkins|2008-07-08 15:00:00.000000
5819|112|9|2015|B.B. King|2008-07-08 19:30:00.000000
6180|127|9|2015|Missy Higgins|2008-07-08 19:30:00.000000
7572|103|9|2015|The Rowdy Frynds Tour|2008-07-08 19:30:00.000000
8091|54|9|2015|Kenny Loggins|2008-07-08 19:30:00.000000
8540|27|9|2015|Ana Gabriel|2008-07-08 19:00:00.000000
948|203|6|2016|Legally Blonde|2008-07-09 20:00:00.000000
1442|245|6|2016|Pal Joey|2008-07-09 15:00:00.000000
1790|257|6|2016|Mamma Mia!|2008-07-09 19:30:00.000000
2049|202|7|2016|The Farnsworth Invention|2008-07-09 15:00:00.000000
2499|214|7|2016|Spring Awakening|2008-07-09 19:00:00.000000
2504|218|7|2016|The Country Girl|2008-07-09 20:00:00.000000
3414|223|7|2016|The Glass Menagerie|2008-07-09 20:00:00.000000
3992|29|9|2016|Brad Paisley|2008-07-09 14:00:00.000000
5523|43|9|2016|Jessica Simpson|2008-07-09 19:30:00.000000
6015|20|9|2016|Jason Aldean|2008-07-09 14:00:00.000000
8044|22|9|2016|Great Big Sea|2008-07-09 15:00:00.000000
8570|60|9|2016|Sara Bareilles|2008-07-09 19:30:00.000000
277|309|8|2017|Siegfried|2008-07-10 20:00:00.000000
991|219|6|2017|The Phantom of the Opera|2008-07-10 14:00:00.000000
1759|254|6|2017|Le Reve|2008-07-10 19:00:00.000000
3109|249|7|2017|Rhinoceros|2008-07-10 14:30:00.000000
3737|242|7|2017|The Farnsworth Invention|2008-07-10 19:30:00.000000
3740|230|7|2017|Rhinoceros|2008-07-10 15:00:00.000000
4176|120|9|2017|American Idols Live|2008-07-10 20:00:00.000000
5820|21|9|2017|Aimee Mann|2008-07-10 14:00:00.000000
5950|114|9|2017|LeAnn Rimes|2008-07-10 19:30:00.000000
6243|111|9|2017|Erykah Badu|2008-07-10 19:30:00.000000
6404|122|9|2017|Kenny Wayne Shepherd|2008-07-10 14:00:00.000000
6410|57|9|2017|Dj Tiesto|2008-07-10 14:00:00.000000
6743|16|9|2017|Randy Travis|2008-07-10 15:00:00.000000
6814|67|9|2017|Janet Jackson|2008-07-10 15:00:00.000000
7040|5|9|2017|Hot Tuna|2008-07-10 14:00:00.000000
7646|97|9|2017|Bloc Party|2008-07-10 15:00:00.000000
7707|36|9|2017|Cute Is What We Aim For|2008-07-10 15:00:00.000000
229|304|8|2018|La Damnation de Faust|2008-07-11 19:00:00.000000
239|300|8|2018|La Sonnambula|2008-07-11 14:30:00.000000
386|303|8|2018|La Sonnambula|2008-07-11 20:00:00.000000
448|302|8|2018|La Damnation de Faust|2008-07-11 19:30:00.000000
3528|245|7|2018|The Farnsworth Invention|2008-07-11 19:00:00.000000
3595|222|7|2018|Young Frankenstein|2008-07-11 14:30:00.000000
4302|3|9|2018|Los Lonely Boys|2008-07-11 20:00:00.000000
6240|83|9|2018|N.E.R.D.|2008-07-11 19:00:00.000000
6750|83|9|2018|Duffy|2008-07-11 15:00:00.000000
6964|10|9|2018|English Beat|2008-07-11 15:00:00.000000
7414|129|9|2018|Nas|2008-07-11 19:00:00.000000
8453|38|9|2018|The Raconteurs|2008-07-11 14:00:00.000000
8590|130|9|2018|Black Eyed Peas|2008-07-11 14:00:00.000000
140|309|8|2019|Lucia di Lammermoor|2008-07-12 19:00:00.000000
1385|222|6|2019|The Lion King|2008-07-12 15:00:00.000000
2278|233|7|2019|The Seafarer|2008-07-12 15:00:00.000000
2569|239|7|2019|Thurgood|2008-07-12 19:30:00.000000
6326|112|9|2019|Allman Brothers Band|2008-07-12 19:00:00.000000
179|300|8|2020|Siegfried|2008-07-13 19:30:00.000000
1846|222|7|2020|Hedda Gabler|2008-07-13 15:00:00.000000
2616|204|7|2020|Cirque du Soleil|2008-07-13 20:00:00.000000
2956|229|7|2020|A Man For All Seasons|2008-07-13 15:00:00.000000
4331|89|9|2020|Trisha Yearwood|2008-07-13 20:00:00.000000
4560|49|9|2020|Peter Frampton|2008-07-13 19:00:00.000000
4784|78|9|2020|English Beat|2008-07-13 14:00:00.000000
5004|20|9|2020|Charlie Daniels Band|2008-07-13 14:00:00.000000
5216|73|9|2020|Paul Weller|2008-07-13 19:00:00.000000
5337|2|9|2020|Matisyahu|2008-07-13 19:00:00.000000
5804|41|9|2020|Insane Clown Posse|2008-07-13 15:00:00.000000
6354|88|9|2020|Journey|2008-07-13 19:30:00.000000
6541|123|9|2020|Aretha Franklin|2008-07-13 19:00:00.000000
6571|127|9|2020|Gwen Stefani|2008-07-13 19:30:00.000000
1202|227|6|2021|Chicago|2008-07-14 14:00:00.000000
2770|231|7|2021|A Streetcar Named Desire|2008-07-14 14:00:00.000000
3362|229|7|2021|Hedda Gabler|2008-07-14 19:00:00.000000
4147|115|9|2021|Gwen Stefani|2008-07-14 19:00:00.000000
4614|17|9|2021|Loretta Lynn|2008-07-14 19:00:00.000000
5091|77|9|2021|Engelbert Humperdinck|2008-07-14 14:00:00.000000
5933|70|9|2021|Steely Dan|2008-07-14 19:30:00.000000
8137|11|9|2021|Neville Brothers|2008-07-14 14:00:00.000000
278|308|8|2022|La Boheme|2008-07-15 19:30:00.000000
618|217|6|2022|Kiss Me Kate|2008-07-15 19:00:00.000000
1593|251|6|2022|Legally Blonde|2008-07-15 14:30:00.000000
2507|219|7|2022|The 39 Steps|2008-07-15 20:00:00.000000
3067|248|7|2022|Glengarry Glen Ross|2008-07-15 19:00:00.000000
3079|213|7|2022|A Streetcar Named Desire|2008-07-15 15:00:00.000000
5958|81|9|2022|Wynonna|2008-07-15 15:00:00.000000
6723|75|9|2022|Umphreys McGee|2008-07-15 19:00:00.000000
3328|232|7|2023|A Midsummer Night's Dream|2008-07-16 14:00:00.000000
3530|243|7|2023|Electra|2008-07-16 20:00:00.000000
4055|72|9|2023|Queensryche|2008-07-16 20:00:00.000000
4384|65|9|2023|El Tri|2008-07-16 14:00:00.000000
5211|31|9|2023|Nine Inch Nails|2008-07-16 14:00:00.000000
5919|69|9|2023|Motorhead|2008-07-16 14:00:00.000000
6041|125|9|2023|Keith Sweat|2008-07-16 15:00:00.000000
6133|75|9|2023|Vicente Fernandez|2008-07-16 19:30:00.000000
6615|66|9|2023|John Mayer|2008-07-16 14:00:00.000000
6645|53|9|2023|Rod Stewart|2008-07-16 19:30:00.000000
7080|33|9|2023|Calibash|2008-07-16 19:00:00.000000
7732|93|9|2023|The Roots|2008-07-16 19:00:00.000000
8313|3|9|2023|Patty Griffin|2008-07-16 14:00:00.000000
4080|67|9|2024|King Crimson|2008-07-17 20:00:00.000000
387|305|8|2025|Cavalleria Rusticana and Pagliacci|2008-07-18 14:30:00.000000
810|206|6|2025|Kiss Me Kate|2008-07-18 19:30:00.000000
1036|218|6|2025|Gypsy|2008-07-18 20:00:00.000000
1139|200|6|2025|Gypsy|2008-07-18 14:30:00.000000
1396|211|6|2025|Seven Brides for Seven Brothers|2008-07-18 14:00:00.000000
1409|226|6|2025|High Society|2008-07-18 19:30:00.000000
3522|215|7|2025|Macbeth|2008-07-18 19:00:00.000000
4578|47|9|2025|Cake|2008-07-18 19:30:00.000000
8204|128|9|2025|Natalie Cole|2008-07-18 14:00:00.000000
8448|16|9|2025|George Thorogood|2008-07-18 19:30:00.000000
8532|30|9|2025|Ray Davies|2008-07-18 19:30:00.000000
8765|83|9|2025|Bloc Party|2008-07-18 19:30:00.000000
1321|205|6|2026|Chicago|2008-07-19 19:00:00.000000
2466|233|7|2026|The Bacchae|2008-07-19 14:00:00.000000
3744|219|7|2026|A Streetcar Named Desire|2008-07-19 19:00:00.000000
6618|115|9|2026|Hootie and the Blowfish|2008-07-19 15:00:00.000000
7390|31|9|2026|Guitars and Saxes|2008-07-19 14:00:00.000000
7972|92|9|2026|Lollapalooza|2008-07-19 19:30:00.000000
63|301|8|2027|The Fly|2008-07-20 19:00:00.000000
66|303|8|2027|La Damnation de Faust|2008-07-20 15:00:00.000000
573|212|6|2027|High School Musical|2008-07-20 14:00:00.000000
647|237|6|2027|State Fair|2008-07-20 15:00:00.000000
1394|220|6|2027|State Fair|2008-07-20 20:00:00.000000
1896|202|7|2027|Hedda Gabler|2008-07-20 15:00:00.000000
1974|216|7|2027|The Seagull|2008-07-20 15:00:00.000000
2050|211|7|2027|Iphigenia|2008-07-20 14:30:00.000000
2629|221|7|2027|A Bronx Tale|2008-07-20 19:00:00.000000
2767|247|7|2027|Uncle Vanya|2008-07-20 14:30:00.000000
3113|221|7|2027|Thurgood|2008-07-20 19:30:00.000000
3167|210|7|2027|Spring Awakening|2008-07-20 14:00:00.000000
3731|224|7|2027|Uncle Vanya|2008-07-20 15:00:00.000000
4095|97|9|2027|Earth Wind and Fire|2008-07-20 20:00:00.000000
4539|94|9|2027|Montgomery Gentry|2008-07-20 19:30:00.000000
4601|64|9|2027|Keith Sweat|2008-07-20 14:30:00.000000
4697|114|9|2027|The Who|2008-07-20 14:30:00.000000
6209|119|9|2027|Rush|2008-07-20 19:00:00.000000
8439|32|9|2027|Great Big Sea|2008-07-20 14:00:00.000000
8760|10|9|2027|Gary Allan|2008-07-20 19:00:00.000000
196|302|8|2028|Lucia di Lammermoor|2008-07-21 19:00:00.000000
414|306|8|2028|Adriana Lecouvreur|2008-07-21 19:00:00.000000
1888|206|7|2028|A Bronx Tale|2008-07-21 19:30:00.000000
2283|210|7|2028|Macbeth|2008-07-21 19:30:00.000000
4122|54|9|2028|Keb Mo|2008-07-21 19:00:00.000000
4152|8|9|2028|John Hiatt|2008-07-21 20:00:00.000000
4235|9|9|2028|Kansas|2008-07-21 19:30:00.000000
4945|84|9|2028|Garth Brooks|2008-07-21 19:00:00.000000
5967|38|9|2028|Vicente Fernandez|2008-07-21 15:00:00.000000
6923|72|9|2028|Foo Fighters|2008-07-21 15:00:00.000000
7194|39|9|2028|Foghat|2008-07-21 19:00:00.000000
7901|75|9|2028|Flogging Molly|2008-07-21 19:30:00.000000
756|248|6|2029|Mamma Mia!|2008-07-22 14:00:00.000000
1035|228|6|2029|Seven Brides for Seven Brothers|2008-07-22 19:30:00.000000
1500|229|6|2029|The Phantom of the Opera|2008-07-22 14:30:00.000000
3492|234|7|2029|Hedda Gabler|2008-07-22 14:00:00.000000
3775|207|7|2029|The Tempest|2008-07-22 15:00:00.000000
4074|49|9|2029|Poison|2008-07-22 19:30:00.000000
6338|32|9|2029|Steely Dan|2008-07-22 19:30:00.000000
7395|34|9|2029|K.D. Lang|2008-07-22 19:00:00.000000
8202|126|9|2029|Iron and Wine|2008-07-22 19:30:00.000000
709|229|6|2030|Seven Brides for Seven Brothers|2008-07-23 15:00:00.000000
1502|253|6|2030|Blue Man Group|2008-07-23 15:00:00.000000
1688|259|6|2030|Spamalot|2008-07-23 19:00:00.000000
1754|259|6|2030|Zumanity|2008-07-23 19:30:00.000000
2175|242|7|2030|The Glass Menagerie|2008-07-23 19:30:00.000000
2329|249|7|2030|A Midsummer Night's Dream|2008-07-23 19:00:00.000000
2592|216|7|2030|The Caretaker|2008-07-23 14:30:00.000000
2968|246|7|2030|Endgame|2008-07-23 14:30:00.000000
3311|228|7|2030|Glengarry Glen Ross|2008-07-23 19:00:00.000000
4237|37|9|2030|Flogging Molly|2008-07-23 19:30:00.000000
4304|29|9|2030|Sheryl Crow|2008-07-23 20:00:00.000000
5225|21|9|2030|Journey|2008-07-23 14:00:00.000000
5861|71|9|2030|Gavin DeGraw|2008-07-23 15:00:00.000000
5893|115|9|2030|Dave Koz|2008-07-23 19:30:00.000000
6735|124|9|2030|Hot Tuna|2008-07-23 19:30:00.000000
6958|116|9|2030|Fleet Foxes|2008-07-23 15:00:00.000000
7480|127|9|2030|Mike Gordon|2008-07-23 19:30:00.000000
8030|27|9|2030|Ted Nugent|2008-07-23 19:00:00.000000
8334|8|9|2030|Tailgate 2008|2008-07-23 19:00:00.000000
205|306|8|2031|Lucia di Lammermoor|2008-07-24 14:00:00.000000
2174|232|7|2031|Miss Julie|2008-07-24 14:30:00.000000
2599|230|7|2031|Oedipus the King|2008-07-24 15:00:00.000000
2936|211|7|2031|Romeo and Juliet|2008-07-24 20:00:00.000000
3670|209|7|2031|The Seafarer|2008-07-24 19:00:00.000000
4030|94|9|2031|The Roots|2008-07-24 14:30:00.000000
5923|77|9|2031|Wynonna|2008-07-24 19:30:00.000000
6559|61|9|2031|Teen Choice Awards|2008-07-24 15:00:00.000000
6856|50|9|2031|Bette Midler|2008-07-24 14:00:00.000000
7397|8|9|2031|Coldplay|2008-07-24 19:00:00.000000
8062|76|9|2031|Little Big Town|2008-07-24 14:00:00.000000
8424|127|9|2031|Kenny Chesney|2008-07-24 14:00:00.000000
67|301|8|2032|Rusalka|2008-07-25 19:30:00.000000
981|229|6|2032|Jersey Boys|2008-07-25 14:00:00.000000
1667|250|6|2032|Blue Man Group|2008-07-25 19:00:00.000000
2702|200|7|2032|The 39 Steps|2008-07-25 19:00:00.000000
3146|240|7|2032|Glengarry Glen Ross|2008-07-25 19:30:00.000000
3608|226|7|2032|November|2008-07-25 14:30:00.000000
4230|1|9|2032|Mike Gordon|2008-07-25 19:00:00.000000
4459|84|9|2032|Cher|2008-07-25 19:00:00.000000
5296|72|9|2032|John Hiatt|2008-07-25 19:00:00.000000
5859|49|9|2032|Tom Petty and the Heartbreakers|2008-07-25 15:00:00.000000
6156|65|9|2032|Cowboy Junkies|2008-07-25 15:00:00.000000
6323|86|9|2032|Feist|2008-07-25 14:00:00.000000
7856|116|9|2032|The Police|2008-07-25 19:30:00.000000
7864|124|9|2032|Tom Jones|2008-07-25 15:00:00.000000
1167|249|6|2033|Fiddler on the Roof|2008-07-26 15:00:00.000000
1336|240|6|2033|Mamma Mia!|2008-07-26 15:00:00.000000
1743|253|6|2033|Blue Man Group|2008-07-26 14:30:00.000000
2110|207|7|2033|The Country Girl|2008-07-26 19:00:00.000000
2740|224|7|2033|The Frogs|2008-07-26 14:00:00.000000
2750|218|7|2033|A Doll's House|2008-07-26 14:30:00.000000
3870|12|9|2033|Keith Sweat|2008-07-26 19:00:00.000000
4186|94|9|2033|Simple Plan|2008-07-26 20:00:00.000000
4661|87|9|2033|Great Big Sea|2008-07-26 14:30:00.000000
5801|64|9|2033|Ray Lamontagne|2008-07-26 19:00:00.000000
6666|45|9|2033|Calibash|2008-07-26 19:00:00.000000
7224|8|9|2033|Seether|2008-07-26 19:30:00.000000
7927|11|9|2033|Chaka Khan|2008-07-26 19:30:00.000000
8048|71|9|2033|N.E.R.D.|2008-07-26 19:30:00.000000
8053|43|9|2033|Vans Warped Tour|2008-07-26 15:00:00.000000
8388|86|9|2033|Daughtry|2008-07-26 19:00:00.000000
8407|92|9|2033|Crosby Stills Nash|2008-07-26 15:00:00.000000
8712|82|9|2033|Marc Anthony|2008-07-26 19:00:00.000000
403|306|8|2034|Doctor Atomic|2008-07-27 14:30:00.000000
1732|258|6|2034|Blue Man Group|2008-07-27 19:00:00.000000
2098|238|7|2034|Romeo and Juliet|2008-07-27 15:00:00.000000
2528|223|7|2034|The Tempest|2008-07-27 15:00:00.000000
2853|242|7|2034|King Lear|2008-07-27 19:00:00.000000
3903|130|9|2034|Los Temerarios|2008-07-27 14:30:00.000000
4038|37|9|2034|Marc Anthony|2008-07-27 15:00:00.000000
4582|31|9|2034|Randy Owen|2008-07-27 19:00:00.000000
5512|97|9|2034|Sheryl Crow|2008-07-27 14:00:00.000000
5519|89|9|2034|Bob Dylan|2008-07-27 19:30:00.000000
5660|89|9|2034|Ben E. King|2008-07-27 14:00:00.000000
6411|52|9|2034|Smokey Robinson|2008-07-27 19:00:00.000000
7402|30|9|2034|Danny Nova|2008-07-27 19:00:00.000000
174|301|8|2035|Il Trovatore|2008-07-28 19:30:00.000000
1382|244|6|2035|Fiddler on the Roof|2008-07-28 19:00:00.000000
1401|212|6|2035|Grease|2008-07-28 15:00:00.000000
5055|3|9|2035|Sweet Honey in the Rock|2008-07-28 15:00:00.000000
5262|69|9|2035|John Fogerty|2008-07-28 19:30:00.000000
5274|129|9|2035|Keb Mo|2008-07-28 15:00:00.000000
5282|75|9|2035|El Monstero y Los Masked Avengers|2008-07-28 15:00:00.000000
6468|100|9|2035|Toad The Wet Sprocket|2008-07-28 19:00:00.000000
8237|66|9|2035|Gogol Bordello|2008-07-28 15:00:00.000000
1367|235|6|2036|Billy Elliot the Musical|2008-07-29 14:30:00.000000
2701|216|7|2036|Waiting for Godot|2008-07-29 19:30:00.000000
2744|217|7|2036|November|2008-07-29 20:00:00.000000
3410|201|7|2036|As You Like It|2008-07-29 14:30:00.000000
5009|55|9|2036|George Jones|2008-07-29 19:30:00.000000
6687|68|9|2036|Tokyo Police Club|2008-07-29 14:00:00.000000
7050|79|9|2036|Weird Al Yankovic|2008-07-29 19:30:00.000000
7053|95|9|2036|Toad The Wet Sprocket|2008-07-29 19:30:00.000000
7221|4|9|2036|Rock The Bayou|2008-07-29 14:00:00.000000
7662|31|9|2036|Jill Scott|2008-07-29 14:00:00.000000
8403|44|9|2036|The Police|2008-07-29 19:00:00.000000
23|305|8|2037|Rusalka|2008-07-30 20:00:00.000000
1016|218|6|2037|Kiss Me Kate|2008-07-30 19:00:00.000000
1626|253|6|2037|Mamma Mia!|2008-07-30 15:00:00.000000
3842|124|9|2037|Regina Spektor|2008-07-30 15:00:00.000000
